Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
40,Other,United States,No,No,No,Never, 100-500,No,Yes,Yes,Unknown,No,Unknown,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,Maybe,Unknown,No
29,Male,Sweden,No,No,Yes,Rarely, 6-25,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Unknown,Yes,No,No,Yes,No
29,Other,United States,No,Yes,Yes,Rarely, 100-500,No,Yes,Yes,Unknown,Unknown,No,Don't know,Unknown,No,No,Yes,Yes,No,Maybe,Unknown,No
34,Male,United States,No,No,Yes,Sometimes, 1-5,No,Yes,No,No,No,No,Don't know,Unknown,Yes,No,No,No,No,Yes,Unknown,No
44,Male,United Kingdom,No,Yes,Yes,Sometimes, 500-1000,No,No,Unknown,No,No,No,Don't know,Somewhat difficult,Unknown,No,Unknown,Yes,No,Maybe,No,Yes
24,Other,United States,No,Yes,Yes,Often, 6-25,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Unknown,Yes,No,Yes,No,Yes
47,Other,United States,No,No,No,Unknown, 100-500,Yes,Yes,Unknown,No,No,Unknown,Don't know,Very difficult,Yes,Yes,No,No,No,No,No,No
43,Other,United Kingdom,No,Yes,No,Unknown, 1000+,No,No,Unknown,No,No,No,Don't know,Very easy,Unknown,No,Unknown,Yes,No,Maybe,Unknown,No
36,Other,United States,No,No,No,Rarely, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,No,No,Unknown,Yes,No,No,No,No
43,Male,United States,No,No,Yes,Sometimes, 1000+,No,No,Unknown,No,No,Unknown,Don't know,Very difficult,Unknown,No,Unknown,Yes,No,No,Unknown,No
36,Male,United Kingdom,Yes,No,No,Sometimes, 6-25,Yes,Yes,No,No,No,No,Don't know,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Unknown,Yes
31,Other,United States,No,Yes,Yes,Sometimes, 100-500,No,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,Unknown,No
35,Male,United States,No,No,No,Sometimes, 1000+,No,Yes,Unknown,Unknown,Yes,Unknown,Don't know,Unknown,Unknown,No,Unknown,No,No,No,Unknown,No
33,Male,United States,No,Yes,No,Unknown, 26-100,No,No,Yes,No,No,No,Yes,Somewhat difficult,No,No,Unknown,Unknown,No,No,Unknown,No
37,Male,Italy,No,No,No,Sometimes, 26-100,No,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,Yes,Yes,Unknown,No,No,No,No,No
34,Other,United States,No,No,Yes,Sometimes, 100-500,No,Yes,Unknown,No,Yes,Unknown,Yes,Unknown,Unknown,No,Unknown,No,No,No,Unknown,No
36,Male,Netherlands,Yes,No,Yes,Sometimes, 1-5,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Yes,No,No,No,Yes,No
40,Other,United States,Yes,Yes,Yes,Sometimes, 1-5,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
40,Other,United States,No,No,No,Rarely, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,No,No,Unknown,Unknown,No,Maybe,Unknown,No
42,Male,United States,No,No,Yes,Sometimes, 1-5,Yes,Yes,No,Yes,No,No,Don't know,Somewhat easy,Unknown,No,No,No,No,Maybe,Unknown,No
23,Other,United States,No,Yes,No,Unknown, 26-100,Yes,Yes,Yes,Yes,No,Unknown,Yes,Unknown,Unknown,No,No,Unknown,No,No,Unknown,No
21,Male,United Kingdom,No,Yes,No,Never, 6-25,No,No,No,No,No,No,Yes,Somewhat easy,Unknown,No,Unknown,Unknown,No,Maybe,Unknown,No
26,Male,Canada,No,No,No,Sometimes, 6-25,Yes,Yes,No,No,No,No,Don't know,Very difficult,Yes,Unknown,Unknown,Unknown,No,Maybe,Unknown,No
31,Male,United States,No,Yes,No,Unknown, 6-25,No,Yes,Unknown,Unknown,No,No,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,No,Unknown,No
25,Other,United States,No,Yes,No,Unknown, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Unknown,Yes,Maybe,Yes,Yes,No
51,Male,United States,No,No,No,Never, 1000+,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
24,Male,United States,No,No,No,Unknown, 6-25,No,Yes,Unknown,Unknown,Unknown,No,Yes,Somewhat easy,No,No,Unknown,Yes,No,Maybe,Unknown,No
33,Male,United States,No,No,No,Unknown, 100-500,No,Yes,No,No,No,No,Don't know,Unknown,Unknown,No,Unknown,Yes,No,No,No,No
32,Male,United Kingdom,No,Yes,Yes,Rarely, 6-25,No,No,No,No,No,No,No,Unknown,Yes,Unknown,Unknown,No,No,No,No,No
32,Male,United Kingdom,No,Yes,Yes,Rarely, 6-25,No,No,No,No,No,No,No,Unknown,Yes,Unknown,Unknown,No,No,No,No,No
26,Male,United Kingdom,Yes,No,Yes,Rarely, 1-5,Yes,Yes,No,Unknown,Unknown,Unknown,Don't know,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,Yes,No
23,Other,United States,No,No,No,Never, 100-500,No,No,Unknown,No,Unknown,Unknown,Don't know,Unknown,Unknown,No,Unknown,Unknown,Maybe,Maybe,Unknown,No
33,Male,United States,No,Yes,Yes,Often, 6-25,Yes,Yes,No,Yes,No,No,Don't know,Very difficult,Yes,No,Unknown,Yes,No,Maybe,No,No
46,Male,United States,No,No,Yes,Rarely, 1000+,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Unknown,No,No,No,Maybe,Yes,No
34,Male,United Kingdom,No,No,No,Unknown, 6-25,Yes,Yes,No,No,No,No,No,Somewhat difficult,Yes,Unknown,No,No,No,Yes,No,Yes
35,Other,United States,No,Yes,Yes,Sometimes, 6-25,No,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,No
39,Other,United States,No,No,No,Unknown, 1-5,Yes,Yes,No,Yes,No,No,Don't know,Very difficult,Unknown,Unknown,Unknown,Yes,Maybe,Maybe,No,No
32,Male,Germany,Yes,No,No,Sometimes, 1-5,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Unknown,Unknown,Maybe,Maybe,No,No
43,Male,Mexico,Yes,No,No,Unknown, 1000+,Yes,Yes,Unknown,No,No,Unknown,Don't know,Unknown,No,No,Unknown,Yes,No,Maybe,Unknown,No
56,Other,United States,No,No,Yes,Rarely, 1000+,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Yes,No
32,Other,United Kingdom,No,Yes,Yes,Sometimes, 100-500,No,Yes,Unknown,No,No,No,Don't know,Somewhat difficult,Unknown,No,Unknown,Unknown,No,Yes,Unknown,Yes
41,Male,United Kingdom,No,No,No,Unknown, 26-100,No,No,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Yes
39,Male,United States,No,No,No,Unknown, 1000+,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,No,No,Unknown,Yes,No,No,Unknown,No
37,Male,United States,No,Yes,No,Unknown, 500-1000,No,No,Yes,Yes,No,No,Yes,Very easy,Unknown,No,No,No,No,No,No,No
30,Other,United States,Yes,Yes,Yes,Sometimes, 6-25,Yes,Yes,Unknown,Unknown,No,Unknown,Don't know,Very difficult,Yes,No,No,No,No,Maybe,Unknown,No
31,Male,United States,No,No,No,Unknown, 26-100,No,Yes,Yes,No,Yes,No,Yes,Somewhat easy,Unknown,No,Unknown,Unknown,No,Maybe,No,No
29,Other,United States,No,No,No,Unknown, 1000+,No,No,Unknown,Unknown,No,Unknown,Don't know,Unknown,Unknown,No,No,Unknown,No,Maybe,Unknown,No
23,Other,United Kingdom,No,Yes,No,Never, 1000+,No,No,No,No,No,Yes,Don't know,Somewhat easy,Yes,Unknown,No,No,No,Maybe,Unknown,No
31,Male,United States,No,No,Yes,Never, 26-100,No,Yes,Yes,Yes,No,Unknown,Yes,Very easy,Unknown,No,No,No,No,No,Unknown,No
29,Male,United States,No,Yes,Yes,Sometimes, 26-100,No,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,No,Yes,No
30,Other,United States,No,No,No,Never, 26-100,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Very easy,No,No,Unknown,Yes,Maybe,Maybe,Yes,No
37,Male,United States,No,No,No,Never, 500-1000,Yes,Yes,Yes,No,Yes,Unknown,Don't know,Unknown,Unknown,No,Unknown,Yes,No,No,Yes,Yes
36,Male,United States,Yes,No,No,Never, 1-5,No,Yes,Yes,No,No,Unknown,Don't know,Somewhat difficult,No,No,Unknown,Yes,Yes,Yes,Yes,No
35,Male,United States,No,Yes,Yes,Sometimes, 26-100,Yes,Yes,Yes,Yes,No,Unknown,Don't know,Unknown,Unknown,Unknown,Unknown,No,No,Maybe,No,No
41,Other,United States,No,Yes,No,Never, 500-1000,Yes,No,Unknown,No,No,No,Don't know,Unknown,Unknown,No,No,No,No,No,Unknown,No
31,Male,United Kingdom,No,No,Yes,Rarely, 6-25,No,Yes,Unknown,Unknown,No,No,Don't know,Unknown,No,No,Unknown,Yes,No,No,Unknown,No
38,Other,United Kingdom,No,Yes,No,Unknown, 500-1000,No,No,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Unknown,Yes,No,Maybe,No,No
26,Male,India,Yes,No,No,Unknown, 100-500,No,Yes,No,No,No,No,Yes,Very easy,No,No,Unknown,Yes,No,No,Yes,No
39,Male,United States,No,Yes,No,Sometimes, 1000+,No,Yes,Yes,No,Yes,Yes,Don't know,Unknown,Unknown,Unknown,Unknown,Yes,Maybe,Maybe,Unknown,Yes
42,Male,United States,Yes,Yes,No,Sometimes, 6-25,Yes,No,Yes,Unknown,Unknown,Yes,Don't know,Unknown,Unknown,Unknown,Unknown,No,No,Maybe,Unknown,No
32,Male,United States,Yes,Yes,Yes,Rarely, 1-5,Yes,Yes,No,Yes,No,No,Don't know,Very difficult,Yes,No,Unknown,No,No,Maybe,Unknown,No
29,Other,United States,No,Yes,No,Unknown, 100-500,No,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,No,No,Unknown,Yes,No,No,Unknown,No
30,Male,United States,No,Yes,No,Never, 100-500,No,Yes,Yes,No,Unknown,Yes,Don't know,Very difficult,Yes,Yes,Unknown,No,Maybe,Maybe,No,No
40,Other,United States,No,Yes,Yes,Often, 500-1000,Yes,Yes,Unknown,Unknown,No,Unknown,Don't know,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Unknown,No
51,Other,United States,No,No,No,Unknown, 100-500,No,No,Unknown,Unknown,No,Unknown,Don't know,Somewhat difficult,No,No,Unknown,Yes,No,No,Unknown,No
33,Male,United States,No,No,No,Never, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Unknown,Yes,No,No,Yes,No
34,Male,Germany,Yes,No,Yes,Sometimes, 1-5,Yes,Yes,No,Unknown,No,No,Yes,Somewhat difficult,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,No
50,Male,United States,Yes,No,No,Never, 1-5,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Unknown,Yes,No,Maybe,Yes,No
24,Male,United States,No,No,No,Sometimes, 26-100,Yes,Yes,Unknown,No,No,Unknown,Don't know,Somewhat easy,No,No,Unknown,Yes,No,Maybe,No,No
25,Male,United States,No,Yes,Yes,Rarely, 26-100,No,No,No,No,No,No,Don't know,Unknown,Yes,Unknown,No,No,No,Maybe,No,No
43,Male,United Kingdom,No,Yes,Yes,Rarely, 26-100,No,Yes,No,No,No,No,Don't know,Very difficult,Yes,Yes,Unknown,No,No,No,No,Yes
25,Other,United States,Yes,No,Yes,Often, 1-5,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Unknown,Unknown,Unknown,Unknown,No,No,Yes,Yes
24,Male,United Kingdom,Yes,No,No,Unknown, 1-5,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,No,No,No,Maybe,Yes,No
51,Other,United States,Yes,No,No,Never, 1-5,No,Yes,No,Yes,No,No,Yes,Somewhat difficult,No,No,Unknown,Unknown,Maybe,Maybe,Unknown,No
49,Male,United States,No,Yes,Yes,Sometimes, 1000+,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat difficult,Yes,Unknown,No,No,No,Maybe,No,Yes
30,Male,United States,No,No,No,Unknown, 1000+,Yes,Yes,Yes,No,Yes,Yes,Don't know,Unknown,Yes,Unknown,No,No,No,No,Unknown,No
25,Other,United States,No,Yes,Yes,Sometimes, 1000+,No,Yes,Yes,Yes,Yes,No,Don't know,Unknown,Yes,Yes,No,No,No,No,No,No
36,Male,United States,No,No,Yes,Rarely, 500-1000,Yes,Yes,Yes,Yes,Unknown,Unknown,Don't know,Unknown,Unknown,No,No,No,No,Maybe,Unknown,No
48,Male,United States,No,No,Yes,Never, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,No,Maybe,Yes,Yes
48,Male,Australia,No,No,Yes,Sometimes, 6-25,No,Yes,No,No,No,No,Don't know,Somewhat easy,Yes,No,Unknown,No,No,Maybe,No,Yes
53,Male,United States,No,No,Yes,Rarely, 6-25,Yes,Yes,Yes,Yes,No,Yes,Don't know,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,No
24,Other,United Kingdom,No,Yes,Yes,Often, 6-25,Yes,Yes,No,No,No,No,Don't know,Very easy,No,No,Yes,Yes,No,No,Unknown,No
33,Male,United States,No,Yes,Yes,Sometimes, 26-100,No,Yes,Unknown,Yes,No,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Unknown,No
25,Other,Canada,No,Yes,Yes,Sometimes, 6-25,No,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Unknown,Yes,No,No,Unknown,No
30,Male,United Kingdom,No,No,Yes,Sometimes, 26-100,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Yes,Unknown,Unknown,No,No,Maybe,No,No
30,Male,United States,Yes,No,No,Never, 1-5,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,Unknown,Unknown,Unknown,Unknown,Maybe,Maybe,Unknown,No
34,Male,United Kingdom,Yes,No,Yes,Sometimes, 1-5,Yes,Yes,No,No,No,No,Yes,Somewhat difficult,No,No,Unknown,Unknown,No,No,Yes,No
31,Male,United States,No,No,No,Unknown, 1000+,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Unknown,Yes,Maybe,Yes,Yes,No
22,Other,United States,No,Yes,Yes,Often, 1000+,No,Yes,Unknown,Unknown,No,Unknown,Don't know,Unknown,Yes,Yes,No,No,No,No,Unknown,No
28,Male,United States,No,Yes,No,Sometimes, 6-25,No,Yes,Unknown,Unknown,No,Unknown,Don't know,Somewhat easy,No,No,Unknown,Yes,No,Yes,Unknown,No
35,Male,United States,No,Yes,Yes,Rarely, 26-100,No,No,Yes,Yes,No,Yes,Yes,Somewhat difficult,Unknown,No,Unknown,Unknown,No,No,No,No
28,Male,United States,No,Yes,Yes,Sometimes, 26-100,No,No,Yes,No,No,No,Don't know,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No
42,Male,New Zealand,No,No,Yes,Sometimes, 1000+,No,No,No,Yes,Unknown,No,Yes,Somewhat difficult,Yes,Unknown,Unknown,Unknown,No,Yes,No,Yes
33,Male,United States,No,Yes,No,Unknown, 500-1000,No,Yes,Yes,No,Unknown,Unknown,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
29,Male,United States,No,No,No,Sometimes, 1000+,No,Yes,Yes,No,Yes,No,Don't know,Unknown,Yes,Unknown,No,No,No,No,Unknown,No
43,Other,United States,No,Yes,No,Sometimes, 500-1000,No,No,Yes,Unknown,No,Unknown,Don't know,Unknown,Unknown,No,No,Unknown,No,Maybe,No,No
29,Male,United States,No,No,No,Unknown, 26-100,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Unknown,Unknown,Maybe,Maybe,Yes,No
25,Male,United States,No,No,No,Unknown, 100-500,Yes,Yes,Yes,No,No,No,Yes,Unknown,No,No,Yes,Yes,Maybe,Maybe,Unknown,No
31,Male,United States,No,Yes,No,Never, 100-500,No,Yes,Unknown,No,Unknown,Unknown,Don't know,Very easy,No,No,Unknown,Yes,No,No,Unknown,No
35,Other,United States,No,Yes,Yes,Sometimes, 6-25,No,No,Yes,Unknown,Yes,Yes,Yes,Somewhat difficult,Unknown,Unknown,Unknown,Yes,No,Maybe,Yes,No
34,Male,United States,No,No,No,Often, 1-5,No,Yes,Unknown,No,No,Yes,Don't know,Very easy,No,No,Unknown,Yes,No,Maybe,Yes,No
43,Other,United States,No,No,Yes,Sometimes, 100-500,Yes,Yes,Yes,Yes,No,Yes,Yes,Very difficult,Yes,Unknown,Unknown,No,No,Maybe,No,Yes
38,Male,United States,No,Yes,Yes,Sometimes, 100-500,No,Yes,No,Unknown,No,No,Don't know,Very difficult,Yes,Yes,No,Unknown,No,Maybe,No,No
26,Male,United States,No,Yes,Yes,Sometimes, 1000+,No,Yes,Unknown,Unknown,No,Yes,Yes,Very difficult,Unknown,No,Unknown,Unknown,Yes,Yes,No,Yes
38,Male,United Kingdom,Yes,Yes,Yes,Rarely, 1-5,Yes,No,No,No,No,No,Yes,Very difficult,Unknown,No,No,No,No,No,No,No
42,Male,United States,No,No,Yes,Often, 6-25,No,Yes,Unknown,No,No,Unknown,Don't know,Unknown,Yes,Unknown,No,No,No,Maybe,Unknown,No
33,Male,Netherlands,No,Yes,Yes,Unknown, 6-25,No,Yes,Unknown,No,No,Unknown,Don't know,Unknown,No,No,Yes,Yes,Maybe,Maybe,Yes,Yes
32,Male,United States,No,No,Yes,Rarely, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Unknown,No,Unknown,Unknown,No,No,Unknown,No
44,Male,United States,No,Yes,Yes,Sometimes, 6-25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Unknown,Unknown,Unknown,Yes,No,Maybe,No,No
28,Male,United States,No,Yes,Yes,Rarely, 1000+,No,Yes,Yes,Yes,Unknown,Unknown,Don't know,Unknown,Unknown,No,Unknown,No,No,No,No,No
40,Male,United States,No,Yes,Yes,Sometimes, 1000+,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,Yes,No,Unknown,Unknown,No,Maybe,Unknown,Yes
31,Other,United States,No,Yes,Yes,Sometimes, 500-1000,No,Yes,Yes,Yes,No,Unknown,Yes,Somewhat easy,Unknown,No,Unknown,Yes,No,No,Yes,No
32,Male,United States,No,Yes,No,Sometimes, 100-500,No,Yes,Yes,Yes,Yes,Yes,Don't know,Unknown,Yes,No,Unknown,No,No,No,Unknown,No
28,Male,United States,No,Yes,Yes,Sometimes, 1000+,No,Yes,Unknown,No,Unknown,Unknown,Don't know,Somewhat easy,Unknown,No,Unknown,No,No,Maybe,No,No
39,Male,United States,No,Yes,Yes,Often, 26-100,No,Yes,Yes,Yes,No,No,Yes,Unknown,Yes,No,Unknown,No,No,No,No,No
45,Male,United States,No,No,No,Unknown, 1000+,No,No,Yes,Yes,Yes,Yes,Don't know,Unknown,No,No,Unknown,Unknown,No,No,Yes,No
43,Male,United States,No,No,Yes,Rarely, 1000+,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
35,Male,United States,No,No,Yes,Sometimes, 1000+,No,Yes,Yes,Yes,Unknown,Yes,Don't know,Very difficult,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,No
40,Male,United States,No,Yes,Yes,Sometimes, 6-25,No,Yes,Yes,Yes,Unknown,Unknown,Yes,Very easy,Unknown,No,Unknown,Unknown,No,No,Unknown,No
34,Male,Netherlands,No,No,Yes,Rarely, 26-100,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
24,Male,United Kingdom,No,Yes,Yes,Often, 26-100,No,No,Unknown,Yes,No,No,No,Somewhat easy,Yes,Unknown,Unknown,Yes,No,Maybe,No,Yes
61,Male,South Africa,Yes,No,Yes,Sometimes, 1-5,Yes,Yes,No,No,No,No,Don't know,Very difficult,Yes,Unknown,Unknown,Yes,No,Maybe,No,Yes
36,Other,United States,No,Yes,Yes,Rarely, 6-25,No,Yes,Unknown,No,No,Unknown,Don't know,Unknown,Yes,Unknown,Unknown,No,No,No,Unknown,No
38,Male,United States,No,No,No,Unknown, 6-25,No,Yes,No,No,No,No,Yes,Unknown,Unknown,No,Unknown,Yes,Maybe,Maybe,Unknown,No
33,Male,Germany,No,Yes,Yes,Often, 26-100,No,Yes,Unknown,Unknown,Yes,No,Yes,Somewhat easy,No,No,Unknown,Yes,Yes,Yes,Yes,No
30,Male,United States,No,Yes,No,Never, 1000+,No,No,Unknown,No,No,Unknown,Don't know,Unknown,Yes,Unknown,No,No,No,No,No,No
34,Male,Netherlands,Yes,Yes,Yes,Rarely, 1-5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Unknown,No,Maybe,Yes,No
26,Male,United States,No,No,Yes,Rarely, 1000+,No,Yes,Yes,Unknown,Unknown,Unknown,Don't know,Unknown,No,No,Unknown,Unknown,No,Maybe,No,No
33,Other,United Kingdom,No,No,No,Unknown, 1000+,No,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,No,No,Unknown,Yes,Maybe,Maybe,Unknown,No
32,Male,United Kingdom,No,No,No,Unknown, 6-25,No,Yes,Unknown,No,No,No,Don't know,Very easy,No,No,No,Yes,No,Maybe,No,No
25,Male,Germany,Yes,No,No,Sometimes, 6-25,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Unknown,Yes,Yes,Yes,Yes,No
35,Male,Germany,Yes,No,Yes,Sometimes, 26-100,Yes,No,Unknown,No,No,No,Don't know,Somewhat difficult,Yes,Unknown,Yes,No,No,Maybe,Unknown,No
24,Other,United Kingdom,Yes,Yes,No,Often, 1-5,Yes,Yes,Unknown,Unknown,No,No,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,Maybe,Unknown,No
55,Male,United Kingdom,No,No,Yes,Often, 1000+,No,No,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,Unknown,No,Unknown,No,Maybe,No,Yes
33,Male,United Kingdom,Yes,Yes,Yes,Sometimes, 1-5,Yes,Yes,No,Yes,No,No,No,Very difficult,Yes,Unknown,Unknown,Unknown,No,Maybe,No,Yes
26,Other,United Kingdom,Yes,Yes,Yes,Sometimes, 1-5,Yes,Yes,No,No,No,No,Don't know,Very easy,Unknown,No,Unknown,Yes,No,Maybe,Yes,No
25,Male,United Kingdom,No,No,No,Never, 6-25,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Very easy,No,No,Yes,Yes,No,No,Unknown,No
45,Male,United Kingdom,No,Yes,No,Rarely, 100-500,No,No,Unknown,No,No,No,Don't know,Unknown,Unknown,No,Unknown,No,No,Maybe,Unknown,No
33,Other,United Kingdom,Yes,No,Yes,Sometimes, 1-5,Yes,Yes,No,Yes,Yes,Yes,Yes,Very easy,No,No,Unknown,Yes,No,No,Unknown,No
43,Male,United States,No,No,No,Sometimes, 1000+,Yes,Yes,No,Unknown,No,No,Don't know,Very difficult,Yes,Unknown,No,No,No,Maybe,No,Yes
30,Male,United Kingdom,Yes,No,Yes,Sometimes, 6-25,No,Yes,No,Yes,No,No,No,Very difficult,Yes,Yes,No,No,No,No,Yes,Yes
40,Male,United States,No,Yes,Yes,Rarely, 6-25,No,Yes,Unknown,Unknown,No,Unknown,Don't know,Unknown,No,No,Yes,Yes,No,Maybe,Unknown,No
49,Male,United States,No,Yes,No,Never, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,No,No,Yes,Yes,No,No,Yes,No
29,Male,Germany,No,No,No,Unknown, 6-25,No,Yes,Unknown,Unknown,No,No,Don't know,Somewhat easy,No,No,Unknown,Yes,Maybe,Yes,Unknown,No
26,Male,Germany,No,No,No,Unknown, 500-1000,No,Yes,Unknown,No,Unknown,Unknown,Don't know,Unknown,No,No,Unknown,Unknown,Maybe,Maybe,Unknown,No
38,Other,United States,No,No,No,Never, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Unknown,Unknown,Unknown,Unknown,No,Maybe,No,Yes
27,Male,France,No,Yes,No,Unknown, 500-1000,No,No,Yes,Yes,Unknown,No,Yes,Somewhat easy,Unknown,Unknown,No,Unknown,No,Maybe,Unknown,Yes
26,Male,Belgium,No,No,No,Never, 6-25,No,Yes,Yes,No,No,No,No,Somewhat easy,Unknown,No,No,No,No,No,Unknown,No
28,Male,United Kingdom,No,Yes,Yes,Often, 26-100,No,Yes,No,No,No,No,Don't know,Somewhat easy,Unknown,Unknown,Yes,Yes,No,No,No,No
40,Male,United States,No,Yes,Yes,Sometimes, 1-5,Yes,Yes,No,No,No,No,Don't know,Unknown,Unknown,Unknown,Unknown,Yes,No,Maybe,No,No
37,Other,Canada,Yes,Yes,Yes,Rarely, 1-5,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,Yes,Unknown,Unknown,Unknown,Maybe,Maybe,Unknown,Yes
34,Other,United Kingdom,No,Yes,Yes,Often, 26-100,Yes,No,Yes,Yes,No,Yes,No,Somewhat easy,Yes,Yes,Unknown,No,No,No,Unknown,No
28,Male,United States,No,Yes,Yes,Often, 100-500,No,Yes,Unknown,Unknown,No,Unknown,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,Yes,Unknown,No
27,Male,Canada,No,No,No,Never, 26-100,No,Yes,Yes,Unknown,Yes,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
29,Male,United Kingdom,No,No,Yes,Sometimes, 6-25,Yes,Yes,No,No,No,No,Don't know,Very easy,No,No,Yes,Yes,No,Yes,Yes,No
39,Other,United Kingdom,No,Yes,No,Rarely, 500-1000,Yes,Yes,Unknown,Unknown,No,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No,No,No,Yes
28,Male,United Kingdom,No,No,No,Often, 6-25,No,Yes,No,No,No,No,No,Somewhat difficult,Yes,No,No,No,No,Yes,Yes,No
23,Male,United States,No,Yes,No,Sometimes, 26-100,No,Yes,Yes,Unknown,Yes,Yes,Yes,Somewhat easy,No,No,No,No,No,Maybe,Unknown,No
38,Male,United Kingdom,No,No,No,Unknown, 1-5,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Unknown,Yes,No,No,Unknown,No
19,Male,United Kingdom,No,No,No,Unknown, 6-25,No,Yes,Yes,No,No,Yes,Don't know,Very easy,No,No,Yes,Yes,No,No,Yes,No
30,Other,United States,No,Yes,Yes,Sometimes, 26-100,No,Yes,Yes,Yes,Yes,Unknown,Yes,Very easy,No,No,Unknown,No,No,No,Yes,No
28,Male,United Kingdom,Yes,No,No,Unknown, 1-5,Yes,Yes,No,Yes,No,No,Yes,Very easy,Unknown,Unknown,No,No,No,No,Yes,No
20,Male,India,No,No,Yes,Sometimes, 26-100,No,Yes,Unknown,No,No,No,Don't know,Unknown,Yes,No,No,No,No,Maybe,Yes,No
35,Male,United Kingdom,Yes,No,No,Sometimes, 1-5,No,Yes,Unknown,Unknown,No,Unknown,Don't know,Somewhat easy,No,No,Unknown,Yes,No,No,Unknown,No
